,Unnamed: 0,First_Name,Last_Name,player_id,Position,Points,Free_Throw_Percent,Two_Pt_Percent,Three_Pt_Percent,Assists,Rebounds,Offensive_Rebounds,Steals,Personal_Fouls,Flagrant_Fouls,Tech_Fouls,Turnovers,Team,Home_Away,win,Team_points,Min_played,Crowd,Stadium_Cap,game_id,game_date,Player
14730,14730,Dearica,Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,F,2,0.0,25.0,0.0,1,1,1,0,1,0,0,1,Stars,1,0,70,9:29,7950,18418,3b9df0ee-62ca-4d72-a203-eb9101a8ee65,2017-08-25T23:00:00+00:00,Dearica Hamby
14736,14736,Natasha,Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,F,11,33.3,62.5,0.0,3,9,3,1,4,0,0,2,Lynx,0,1,89,26:30:00,7950,18418,3b9df0ee-62ca-4d72-a203-eb9101a8ee65,2017-08-25T23:00:00+00:00,Natasha Howard
14748,14748,Jasmine,Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,G,11,0.0,57.143,16.7,3,0,0,1,0,0,0,4,Sun,1,0,83,25:29:00,7761,9518,6186ed94-809d-47bd-bf12-0330c69d2445,2017-08-25T23:00:00+00:00,Jasmine Thomas
14751,14751,Courtney,Williams,45e35318-295a-4e1c-bfc6-c7b295ed5066,G,11,100.0,23.076999999999998,100.0,1,6,2,0,1,0,0,3,Sun,1,0,83,23:52,7761,9518,6186ed94-809d-47bd-bf12-0330c69d2445,2017-08-25T23:00:00+00:00,Courtney Williams
14752,14752,Alyssa,Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,F,14,33.3,60.0,0.0,0,3,2,1,2,0,0,1,Sun,1,0,83,27:59:00,7761,9518,6186ed94-809d-47bd-bf12-0330c69d2445,2017-08-25T23:00:00+00:00,Alyssa Thomas
14755,14755,Brionna,Jones,de11f82d-035c-45c2-873a-eb1fad4abc1b,C,9,100.0,57.143,0.0,1,6,3,0,2,0,0,1,Sun,1,0,83,12:42,7761,9518,6186ed94-809d-47bd-bf12-0330c69d2445,2017-08-25T23:00:00+00:00,Brionna Jones
14756,14756,Cheyenne,Parker,4a97e708-71e5-4d58-b1e8-883adf027925,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Sky,0,1,96,0:00,7761,9518,6186ed94-809d-47bd-bf12-0330c69d2445,2017-08-25T23:00:00+00:00,Cheyenne Parker
14759,14759,Kahleah,Copper,6434f048-1c61-4a79-a990-73f51f46245e,F-G,6,100.0,40.0,0.0,0,3,0,0,3,0,0,0,Sky,0,1,96,19:03,7761,9518,6186ed94-809d-47bd-bf12-0330c69d2445,2017-08-25T23:00:00+00:00,Kahleah Copper
14762,14762,Allie,Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,G,13,100.0,80.0,16.7,5,1,0,0,2,0,0,3,Sky,0,1,96,30:51:00,7761,9518,6186ed94-809d-47bd-bf12-0330c69d2445,2017-08-25T23:00:00+00:00,Allie Quigley
14769,14769,Courtney,Vandersloot,b61f397f-0cb5-49db-9e88-f91991757203,G,6,0.0,37.5,0.0,12,4,1,3,1,0,0,2,Sky,0,1,96,29:17:00,7761,9518,6186ed94-809d-47bd-bf12-0330c69d2445,2017-08-25T23:00:00+00:00,Courtney Vandersloot
14784,14784,Tianna,Hawkins,91d7d573-663f-4d1d-98f7-64644f25a896,F,2,0.0,50.0,0.0,1,1,0,1,1,0,0,0,Mystics,0,0,66,10:04,9340,19812,6a41a894-2aa8-4f2b-9ea4-7a7ae82cdf3a,2017-08-25T23:30:00+00:00,Tianna Hawkins
14791,14791,Emma,Meesseman,7ae3b3fc-2bf3-4600-abd6-c5511f140246,C,12,0.0,85.714,0.0,3,8,2,1,4,0,0,2,Mystics,0,0,66,31:00:00,9340,19812,6a41a894-2aa8-4f2b-9ea4-7a7ae82cdf3a,2017-08-25T23:30:00+00:00,Emma Meesseman
14796,14796,Elizabeth,Williams,c8672dba-0deb-4cf1-8304-82365865edaa,C-F,15,50.0,58.333,0.0,0,15,2,2,2,0,0,4,Dream,1,1,79,39:41:00,5029,8600,14a4248a-3633-486e-9970-76521b4013da,2017-08-26T22:00:00+00:00,Elizabeth Williams
14802,14802,Damiris,Dantas,e040354c-4d44-405c-a7ac-d4d2cf9062e8,F,2,0.0,50.0,0.0,1,1,1,0,0,0,0,0,Dream,1,1,79,12:01,5029,8600,14a4248a-3633-486e-9970-76521b4013da,2017-08-26T22:00:00+00:00,Damiris Dantas
14805,14805,Layshia,Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,G,9,50.0,30.769000000000002,0.0,4,8,1,1,3,0,0,0,Dream,1,1,79,31:52:00,5029,8600,14a4248a-3633-486e-9970-76521b4013da,2017-08-26T22:00:00+00:00,Layshia Clarendon
14807,14807,Brittney,Sykes,06e3bb10-73ab-4d8e-8ad4-6850ea710b30,G,16,66.7,27.273000000000003,33.3,1,6,2,0,4,0,0,2,Dream,1,1,79,33:36:00,5029,8600,14a4248a-3633-486e-9970-76521b4013da,2017-08-26T22:00:00+00:00,Brittney Sykes
14810,14810,Candice,Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,F,14,100.0,30.0,0.0,2,7,0,0,0,0,0,1,Fever,0,0,74,39:31:00,5029,8600,14a4248a-3633-486e-9970-76521b4013da,2017-08-26T22:00:00+00:00,Candice Dupree
14819,14819,Tiffany,Mitchell,100f94c5-3a62-4300-98bb-fe587522c2a6,G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Fever,0,0,74,0:00,5029,8600,14a4248a-3633-486e-9970-76521b4013da,2017-08-26T22:00:00+00:00,Tiffany Mitchell
14824,14824,Tianna,Hawkins,91d7d573-663f-4d1d-98f7-64644f25a896,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Mystics,1,0,78,0:00,8656,20356,13ca5446-8b9f-4c8a-85e0-4c502abbac68,2017-08-26T23:00:00+00:00,Tianna Hawkins
14830,14830,Emma,Meesseman,7ae3b3fc-2bf3-4600-abd6-c5511f140246,C,22,50.0,64.286,33.3,1,6,0,0,4,0,0,3,Mystics,1,0,78,34:53:00,8656,20356,13ca5446-8b9f-4c8a-85e0-4c502abbac68,2017-08-26T23:00:00+00:00,Emma Meesseman
14836,14836,Skylar,Diggins-Smith,7c9b7ef1-edd2-4f69-a627-f321d662365d,G,20,77.8,50.0,20.0,7,2,0,2,2,0,0,3,Wings,0,1,83,36:44:00,8656,20356,13ca5446-8b9f-4c8a-85e0-4c502abbac68,2017-08-26T23:00:00+00:00,Skylar Diggins-Smith
14844,14844,Allisha,Gray,293b5925-fd31-4640-8ada-bf6451a2c488,G,8,0.0,33.333,40.0,2,2,0,1,1,0,0,0,Wings,0,1,83,19:39,8656,20356,13ca5446-8b9f-4c8a-85e0-4c502abbac68,2017-08-26T23:00:00+00:00,Allisha Gray
14866,14866,Cheyenne,Parker,4a97e708-71e5-4d58-b1e8-883adf027925,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Sky,0,0,62,0:00,9317,19812,782131e8-5d22-4a29-85d6-b5b54cff1fac,2017-08-27T19:00:00+00:00,Cheyenne Parker
14867,14867,Courtney,Vandersloot,b61f397f-0cb5-49db-9e88-f91991757203,G,6,0.0,50.0,0.0,2,2,0,1,1,0,0,5,Sky,0,0,62,23:37,9317,19812,782131e8-5d22-4a29-85d6-b5b54cff1fac,2017-08-27T19:00:00+00:00,Courtney Vandersloot
14870,14870,Allie,Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,G,2,100.0,0.0,0.0,2,3,0,0,4,0,0,3,Sky,0,0,62,27:13:00,9317,19812,782131e8-5d22-4a29-85d6-b5b54cff1fac,2017-08-27T19:00:00+00:00,Allie Quigley
14872,14872,Kahleah,Copper,6434f048-1c61-4a79-a990-73f51f46245e,F-G,17,100.0,55.556000000000004,50.0,0,4,0,0,2,0,0,3,Sky,0,0,62,25:50:00,9317,19812,782131e8-5d22-4a29-85d6-b5b54cff1fac,2017-08-27T19:00:00+00:00,Kahleah Copper
14873,14873,Nneka,Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,F,8,0.0,66.667,0.0,4,6,1,1,5,0,0,1,Sparks,1,1,78,23:51,19282,19060,81fce86d-21fb-4356-b4b2-6dc8184b1815,2017-08-27T23:00:00+00:00,Nneka Ogwumike
14877,14877,Riquna,Williams,8bc4287f-be0e-4c1e-af74-37f0dd2be275,G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Sparks,1,1,78,0:00,19282,19060,81fce86d-21fb-4356-b4b2-6dc8184b1815,2017-08-27T23:00:00+00:00,Riquna Williams
14880,14880,Chelsea,Gray,ca6b54e3-612d-4523-9582-b88e675f58de,G,16,75.0,62.5,25.0,5,6,1,3,0,0,0,1,Sparks,1,1,78,38:49:00,19282,19060,81fce86d-21fb-4356-b4b2-6dc8184b1815,2017-08-27T23:00:00+00:00,Chelsea Gray
14881,14881,Candace,Parker,e2992444-14b7-4cc1-9880-a874e676d7fd,F,24,60.0,54.545,50.0,3,10,3,2,2,0,0,2,Sparks,1,1,78,35:50:00,19282,19060,81fce86d-21fb-4356-b4b2-6dc8184b1815,2017-08-27T23:00:00+00:00,Candace Parker
14892,14892,Natasha,Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,F,4,0.0,66.667,0.0,1,3,1,1,3,0,0,1,Lynx,0,0,67,13:02,19282,19060,81fce86d-21fb-4356-b4b2-6dc8184b1815,2017-08-27T23:00:00+00:00,Natasha Howard
14896,14896,Jewell,Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,G,33,88.9,57.895,33.3,3,4,2,1,3,0,0,0,Storm,1,0,71,35:12:00,13882,17072,32a26a59-288a-4f5b-b5a0-fc922e5df47f,2017-08-28T01:00:00+00:00,Jewell Loyd
14897,14897,Breanna,Stewart,6fa763e6-846f-4f9d-a4ce-256d8b328424,F,13,66.7,28.570999999999998,50.0,4,9,1,3,4,0,0,3,Storm,1,0,71,34:36:00,13882,17072,32a26a59-288a-4f5b-b5a0-fc922e5df47f,2017-08-28T01:00:00+00:00,Breanna Stewart
14902,14902,Alysha,Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,F,4,0.0,100.0,0.0,1,5,2,0,2,0,0,1,Storm,1,0,71,28:07:00,13882,17072,32a26a59-288a-4f5b-b5a0-fc922e5df47f,2017-08-28T01:00:00+00:00,Alysha Clark
14910,14910,Leilani,Mitchell,7b8d55dd-2f12-46fb-9051-ade709b96dd5,G,11,50.0,0.0,75.0,2,3,1,2,2,0,0,0,Mercury,0,1,75,23:50,13882,17072,32a26a59-288a-4f5b-b5a0-fc922e5df47f,2017-08-28T01:00:00+00:00,Leilani Mitchell
14919,14919,Diana,Taurasi,d9bce234-085d-4b85-be5f-9b7020b82e69,G,18,100.0,33.333,42.9,1,6,0,0,3,0,0,3,Mercury,0,1,75,30:26:00,13882,17072,32a26a59-288a-4f5b-b5a0-fc922e5df47f,2017-08-28T01:00:00+00:00,Diana Taurasi
14932,14932,Emma,Meesseman,7ae3b3fc-2bf3-4600-abd6-c5511f140246,C,4,0.0,22.221999999999998,0.0,1,1,1,0,5,0,0,1,Mystics,1,0,76,21:00,10953,20356,90d07d3d-faab-428d-a864-76928d52eae0,2017-08-29T23:30:00+00:00,Emma Meesseman
14933,14933,Tianna,Hawkins,91d7d573-663f-4d1d-98f7-64644f25a896,F,2,0.0,20.0,0.0,1,5,0,0,3,0,0,0,Mystics,1,0,76,16:47,10953,20356,90d07d3d-faab-428d-a864-76928d52eae0,2017-08-29T23:30:00+00:00,Tianna Hawkins
14937,14937,Alyssa,Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,F,26,61.5,45.0,0.0,5,10,3,0,4,0,0,0,Sun,0,1,86,36:01:00,10953,20356,90d07d3d-faab-428d-a864-76928d52eae0,2017-08-29T23:30:00+00:00,Alyssa Thomas
14941,14941,Brionna,Jones,de11f82d-035c-45c2-873a-eb1fad4abc1b,C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Sun,0,1,86,0:00,10953,20356,90d07d3d-faab-428d-a864-76928d52eae0,2017-08-29T23:30:00+00:00,Brionna Jones
14943,14943,Jasmine,Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,G,20,100.0,33.333,40.0,5,5,1,1,4,0,0,4,Sun,0,1,86,36:25:00,10953,20356,90d07d3d-faab-428d-a864-76928d52eae0,2017-08-29T23:30:00+00:00,Jasmine Thomas
14944,14944,Courtney,Williams,45e35318-295a-4e1c-bfc6-c7b295ed5066,G,0,0.0,0.0,0.0,2,2,1,1,2,0,1,0,Sun,0,1,86,20:03,10953,20356,90d07d3d-faab-428d-a864-76928d52eae0,2017-08-29T23:30:00+00:00,Courtney Williams
14954,14954,Tiffany,Mitchell,100f94c5-3a62-4300-98bb-fe587522c2a6,G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Fever,1,0,69,0:00,7625,18165,c283c781-ef20-40b0-82dc-9ecbf8551c47,2017-08-30T23:00:00+00:00,Tiffany Mitchell
14958,14958,Candice,Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,F,15,100.0,43.75,0.0,2,10,0,0,0,0,0,1,Fever,1,0,69,33:08:00,7625,18165,c283c781-ef20-40b0-82dc-9ecbf8551c47,2017-08-30T23:00:00+00:00,Candice Dupree
14960,14960,Natasha,Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,F,6,100.0,50.0,0.0,3,2,1,2,2,0,0,0,Lynx,0,1,80,19:15,7625,18165,c283c781-ef20-40b0-82dc-9ecbf8551c47,2017-08-30T23:00:00+00:00,Natasha Howard
14975,14975,Cheyenne,Parker,4a97e708-71e5-4d58-b1e8-883adf027925,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Sky,1,0,96,0:00,5896,17500,93950c1b-2e32-4d19-b4c0-ebc82bb988fd,2017-08-31T00:00:00+00:00,Cheyenne Parker
14978,14978,Kahleah,Copper,6434f048-1c61-4a79-a990-73f51f46245e,F-G,5,0.0,33.333,50.0,0,0,0,0,1,0,0,0,Sky,1,0,96,14:15,5896,17500,93950c1b-2e32-4d19-b4c0-ebc82bb988fd,2017-08-31T00:00:00+00:00,Kahleah Copper
14984,14984,Courtney,Vandersloot,b61f397f-0cb5-49db-9e88-f91991757203,G,15,100.0,55.556000000000004,50.0,12,3,1,3,3,0,0,1,Sky,1,0,96,33:34:00,5896,17500,93950c1b-2e32-4d19-b4c0-ebc82bb988fd,2017-08-31T00:00:00+00:00,Courtney Vandersloot
14985,14985,Allie,Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,G,25,100.0,72.727,50.0,6,1,0,1,3,0,0,2,Sky,1,0,96,33:41:00,5896,17500,93950c1b-2e32-4d19-b4c0-ebc82bb988fd,2017-08-31T00:00:00+00:00,Allie Quigley
14989,14989,Allisha,Gray,293b5925-fd31-4640-8ada-bf6451a2c488,G,11,100.0,27.273000000000003,33.3,1,2,2,2,2,0,0,0,Wings,0,1,99,24:20:00,5896,17500,93950c1b-2e32-4d19-b4c0-ebc82bb988fd,2017-08-31T00:00:00+00:00,Allisha Gray
14996,14996,Skylar,Diggins-Smith,7c9b7ef1-edd2-4f69-a627-f321d662365d,G,28,90.9,46.153999999999996,33.3,8,4,2,1,2,0,0,6,Wings,0,1,99,38:33:00,5896,17500,93950c1b-2e32-4d19-b4c0-ebc82bb988fd,2017-08-31T00:00:00+00:00,Skylar Diggins-Smith
15003,15003,Emma,Meesseman,7ae3b3fc-2bf3-4600-abd6-c5511f140246,C,27,75.0,64.286,66.7,5,8,3,0,2,0,0,2,Mystics,1,1,110,37:44:00,11567,20356,0c5b5244-85d0-4045-b685-3595984309f2,2017-09-01T23:00:00+00:00,Emma Meesseman
15008,15008,Tianna,Hawkins,91d7d573-663f-4d1d-98f7-64644f25a896,F,9,0.0,75.0,100.0,0,1,0,0,2,0,0,0,Mystics,1,1,110,10:41,11567,20356,0c5b5244-85d0-4045-b685-3595984309f2,2017-09-01T23:00:00+00:00,Tianna Hawkins
15013,15013,Alysha,Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,F,20,0.0,87.5,40.0,2,6,1,1,5,0,0,0,Storm,0,0,106,36:19:00,11567,20356,0c5b5244-85d0-4045-b685-3595984309f2,2017-09-01T23:00:00+00:00,Alysha Clark
15014,15014,Breanna,Stewart,6fa763e6-846f-4f9d-a4ce-256d8b328424,F,12,75.0,27.273000000000003,33.3,2,13,3,2,5,0,0,4,Storm,0,0,106,36:47:00,11567,20356,0c5b5244-85d0-4045-b685-3595984309f2,2017-09-01T23:00:00+00:00,Breanna Stewart
15018,15018,Jewell,Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,G,19,100.0,44.443999999999996,50.0,3,3,2,0,4,0,0,2,Storm,0,0,106,31:17:00,11567,20356,0c5b5244-85d0-4045-b685-3595984309f2,2017-09-01T23:00:00+00:00,Jewell Loyd
15044,15044,Dearica,Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,F,0,0.0,0.0,0.0,1,1,0,0,1,0,0,1,Stars,0,0,69,8:14,10108,19812,02f7edf1-16d5-4399-8d2f-06318ff6b7b2,2017-09-01T23:30:00+00:00,Dearica Hamby
15054,15054,Natasha,Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,F,4,0.0,66.667,0.0,2,1,0,1,2,0,0,2,Lynx,1,1,110,10:23,9709,18568,bd00def1-b986-463c-9524-0775f2547377,2017-09-02T00:00:00+00:00,Natasha Howard
15064,15064,Cheyenne,Parker,4a97e708-71e5-4d58-b1e8-883adf027925,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Sky,0,0,87,0:00,9709,18568,bd00def1-b986-463c-9524-0775f2547377,2017-09-02T00:00:00+00:00,Cheyenne Parker
15066,15066,Courtney,Vandersloot,b61f397f-0cb5-49db-9e88-f91991757203,G,14,100.0,62.5,25.0,9,1,0,3,3,0,0,3,Sky,0,0,87,23:45,9709,18568,bd00def1-b986-463c-9524-0775f2547377,2017-09-02T00:00:00+00:00,Courtney Vandersloot
15069,15069,Kahleah,Copper,6434f048-1c61-4a79-a990-73f51f46245e,F-G,21,0.0,75.0,33.3,0,0,0,2,2,0,0,2,Sky,0,0,87,29:34:00,9709,18568,bd00def1-b986-463c-9524-0775f2547377,2017-09-02T00:00:00+00:00,Kahleah Copper
15072,15072,Allie,Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,G,11,100.0,50.0,28.6,3,2,0,2,1,0,0,4,Sky,0,0,87,31:12:00,9709,18568,bd00def1-b986-463c-9524-0775f2547377,2017-09-02T00:00:00+00:00,Allie Quigley
15074,15074,Leilani,Mitchell,7b8d55dd-2f12-46fb-9051-ade709b96dd5,G,5,100.0,28.570999999999998,0.0,3,1,0,4,3,0,0,0,Mercury,1,1,86,26:04:00,9971,18055,0a4488be-e5de-4cc9-ad49-2f57dbdd6766,2017-09-02T02:00:00+00:00,Leilani Mitchell
15076,15076,Diana,Taurasi,d9bce234-085d-4b85-be5f-9b7020b82e69,G,15,0.0,42.857,37.5,3,6,1,0,2,0,0,0,Mercury,1,1,86,29:38:00,9971,18055,0a4488be-e5de-4cc9-ad49-2f57dbdd6766,2017-09-02T02:00:00+00:00,Diana Taurasi
15086,15086,Jasmine,Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,G,4,100.0,12.5,0.0,5,1,0,2,1,0,0,3,Sun,0,0,66,22:45,9971,18055,0a4488be-e5de-4cc9-ad49-2f57dbdd6766,2017-09-02T02:00:00+00:00,Jasmine Thomas
15091,15091,Brionna,Jones,de11f82d-035c-45c2-873a-eb1fad4abc1b,C,13,75.0,83.333,0.0,0,5,2,2,4,0,0,0,Sun,0,0,66,13:58,9971,18055,0a4488be-e5de-4cc9-ad49-2f57dbdd6766,2017-09-02T02:00:00+00:00,Brionna Jones
15093,15093,Alyssa,Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,F,19,37.5,72.727,0.0,1,6,4,1,4,0,1,2,Sun,0,0,66,22:06,9971,18055,0a4488be-e5de-4cc9-ad49-2f57dbdd6766,2017-09-02T02:00:00+00:00,Alyssa Thomas
15095,15095,Courtney,Williams,45e35318-295a-4e1c-bfc6-c7b295ed5066,G,4,0.0,33.333,0.0,0,2,0,1,1,0,0,1,Sun,0,0,66,21:38,9971,18055,0a4488be-e5de-4cc9-ad49-2f57dbdd6766,2017-09-02T02:00:00+00:00,Courtney Williams
15101,15101,Candace,Parker,e2992444-14b7-4cc1-9880-a874e676d7fd,F,15,60.0,75.0,0.0,5,4,0,1,1,0,0,2,Sparks,1,1,81,27:44:00,12163,19060,ce044ddf-c1e6-4262-98d7-c27409e60f85,2017-09-02T02:30:00+00:00,Candace Parker
15103,15103,Riquna,Williams,8bc4287f-be0e-4c1e-af74-37f0dd2be275,G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Sparks,1,1,81,0:00,12163,19060,ce044ddf-c1e6-4262-98d7-c27409e60f85,2017-09-02T02:30:00+00:00,Riquna Williams
15104,15104,Chelsea,Gray,ca6b54e3-612d-4523-9582-b88e675f58de,G,8,0.0,50.0,66.7,4,4,0,2,0,0,0,0,Sparks,1,1,81,28:28:00,12163,19060,ce044ddf-c1e6-4262-98d7-c27409e60f85,2017-09-02T02:30:00+00:00,Chelsea Gray
15107,15107,Nneka,Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,F,13,100.0,75.0,0.0,1,6,0,1,2,0,0,1,Sparks,1,1,81,23:28,12163,19060,ce044ddf-c1e6-4262-98d7-c27409e60f85,2017-09-02T02:30:00+00:00,Nneka Ogwumike
15112,15112,Elizabeth,Williams,c8672dba-0deb-4cf1-8304-82365865edaa,C-F,6,100.0,40.0,0.0,1,6,4,0,0,0,0,3,Dream,0,0,56,33:58:00,12163,19060,ce044ddf-c1e6-4262-98d7-c27409e60f85,2017-09-02T02:30:00+00:00,Elizabeth Williams
15115,15115,Damiris,Dantas,e040354c-4d44-405c-a7ac-d4d2cf9062e8,F,0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,Dream,0,0,56,14:33,12163,19060,ce044ddf-c1e6-4262-98d7-c27409e60f85,2017-09-02T02:30:00+00:00,Damiris Dantas
15116,15116,Layshia,Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,G,8,100.0,33.333,0.0,2,2,0,0,1,0,0,3,Dream,0,0,56,32:31:00,12163,19060,ce044ddf-c1e6-4262-98d7-c27409e60f85,2017-09-02T02:30:00+00:00,Layshia Clarendon
15120,15120,Brittney,Sykes,06e3bb10-73ab-4d8e-8ad4-6850ea710b30,G,10,62.5,33.333,16.7,1,5,0,0,5,0,0,3,Dream,0,0,56,36:37:00,12163,19060,ce044ddf-c1e6-4262-98d7-c27409e60f85,2017-09-02T02:30:00+00:00,Brittney Sykes
15123,15123,Candice,Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,F,19,75.0,50.0,0.0,1,13,4,2,0,0,0,1,Fever,1,0,71,35:01:00,9420,18165,5e9234c4-1e17-47df-b256-edadae331d64,2017-09-02T23:00:00+00:00,Candice Dupree
15128,15128,Tiffany,Mitchell,100f94c5-3a62-4300-98bb-fe587522c2a6,G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Fever,1,0,71,0:00,9420,18165,5e9234c4-1e17-47df-b256-edadae331d64,2017-09-02T23:00:00+00:00,Tiffany Mitchell
15138,15138,Dearica,Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,F,10,80.0,37.5,0.0,0,3,1,0,1,0,0,1,Stars,0,1,75,18:12,9420,18165,5e9234c4-1e17-47df-b256-edadae331d64,2017-09-02T23:00:00+00:00,Dearica Hamby
15148,15148,Allisha,Gray,293b5925-fd31-4640-8ada-bf6451a2c488,G,9,0.0,33.333,50.0,0,2,0,0,2,0,0,2,Wings,1,0,81,19:51,4701,7000,ae4e6c35-c712-40f2-ac3b-1217e833d7df,2017-09-03T18:00:00+00:00,Allisha Gray
15156,15156,Skylar,Diggins-Smith,7c9b7ef1-edd2-4f69-a627-f321d662365d,G,16,90.0,25.0,33.3,4,3,0,2,2,0,0,1,Wings,1,0,81,34:30:00,4701,7000,ae4e6c35-c712-40f2-ac3b-1217e833d7df,2017-09-03T18:00:00+00:00,Skylar Diggins-Smith
15174,15174,Nneka,Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,F,21,100.0,71.429,0.0,3,5,1,5,2,0,0,2,Sparks,1,1,81,29:34:00,12236,19060,025b2dcd-3fe6-42d9-a5e7-70cab7d86dd3,2017-09-03T20:00:00+00:00,Nneka Ogwumike
15176,15176,Riquna,Williams,8bc4287f-be0e-4c1e-af74-37f0dd2be275,G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Sparks,1,1,81,0:00,12236,19060,025b2dcd-3fe6-42d9-a5e7-70cab7d86dd3,2017-09-03T20:00:00+00:00,Riquna Williams
15178,15178,Chelsea,Gray,ca6b54e3-612d-4523-9582-b88e675f58de,G,10,0.0,55.556000000000004,0.0,7,3,1,1,1,0,0,2,Sparks,1,1,81,33:28:00,12236,19060,025b2dcd-3fe6-42d9-a5e7-70cab7d86dd3,2017-09-03T20:00:00+00:00,Chelsea Gray
15180,15180,Candace,Parker,e2992444-14b7-4cc1-9880-a874e676d7fd,F,12,100.0,45.455,0.0,4,14,0,2,3,0,0,3,Sparks,1,1,81,31:28:00,12236,19060,025b2dcd-3fe6-42d9-a5e7-70cab7d86dd3,2017-09-03T20:00:00+00:00,Candace Parker
15185,15185,Jasmine,Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,G,10,100.0,21.429000000000002,0.0,4,3,2,0,0,0,0,5,Sun,0,0,70,24:45:00,12236,19060,025b2dcd-3fe6-42d9-a5e7-70cab7d86dd3,2017-09-03T20:00:00+00:00,Jasmine Thomas
15188,15188,Courtney,Williams,45e35318-295a-4e1c-bfc6-c7b295ed5066,G,19,100.0,44.443999999999996,75.0,3,5,2,1,2,0,0,3,Sun,0,0,70,33:30:00,12236,19060,025b2dcd-3fe6-42d9-a5e7-70cab7d86dd3,2017-09-03T20:00:00+00:00,Courtney Williams
15189,15189,Alyssa,Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,F,9,100.0,33.333,0.0,0,7,2,1,4,0,0,3,Sun,0,0,70,27:20:00,12236,19060,025b2dcd-3fe6-42d9-a5e7-70cab7d86dd3,2017-09-03T20:00:00+00:00,Alyssa Thomas
15194,15194,Brionna,Jones,de11f82d-035c-45c2-873a-eb1fad4abc1b,C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Sun,0,0,70,5:30,12236,19060,025b2dcd-3fe6-42d9-a5e7-70cab7d86dd3,2017-09-03T20:00:00+00:00,Brionna Jones
15197,15197,Diana,Taurasi,d9bce234-085d-4b85-be5f-9b7020b82e69,G,9,100.0,50.0,20.0,3,3,1,0,4,0,0,3,Mercury,1,1,84,26:49:00,11222,18055,c977e053-03ff-445f-b796-71c28cab9c53,2017-09-03T20:00:00+00:00,Diana Taurasi
15207,15207,Leilani,Mitchell,7b8d55dd-2f12-46fb-9051-ade709b96dd5,G,18,88.9,50.0,66.7,2,4,0,0,2,0,0,1,Mercury,1,1,84,29:58:00,11222,18055,c977e053-03ff-445f-b796-71c28cab9c53,2017-09-03T20:00:00+00:00,Leilani Mitchell
15210,15210,Elizabeth,Williams,c8672dba-0deb-4cf1-8304-82365865edaa,C-F,4,0.0,22.221999999999998,0.0,1,3,0,1,3,0,0,0,Dream,0,0,70,32:36:00,11222,18055,c977e053-03ff-445f-b796-71c28cab9c53,2017-09-03T20:00:00+00:00,Elizabeth Williams
