,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_Name,Twitter_handle
548,450,Ben Simmons_simmobe01,PG,23,PHI,57,57,2017,375,647,0.58,2,7,0.28600000000000003,373,640,0.583,0.581,185,298,0.621,113,331,444,455,119,33,200,186,937,Ben Simmons,simmobe01
549,451,Anfernee Simons_simonan01,SG,20,POR,70,4,1449,214,536,0.39899999999999997,75,226,0.332,139,310,0.44799999999999995,0.469,76,92,0.826,25,127,152,97,26,10,61,135,579,Anfernee Simons,simonan01
550,452,Alen Smailagić_smailal01,PF,19,GSW,14,0,139,20,40,0.5,3,13,0.231,17,27,0.63,0.5379999999999999,16,19,0.8420000000000001,10,17,27,13,3,4,11,14,59,Alen Smailagić,smailal01
551,453,Marcus Smart_smartma01,SG,25,BOS,60,40,1919,256,682,0.375,137,395,0.34700000000000003,119,287,0.415,0.47600000000000003,127,152,0.836,42,183,225,291,101,29,103,162,776,Marcus Smart,smartma01
552,454,Dennis Smith Jr._smithde03,PG,22,NYK,34,3,537,72,211,0.341,16,54,0.29600000000000004,56,157,0.35700000000000004,0.379,27,53,0.509,21,57,78,98,28,8,58,65,187,Dennis Smith Jr.,smithde03
553,455,Ish Smith_smithis01,PG,31,WAS,68,23,1787,308,689,0.447,62,169,0.36700000000000005,246,520,0.473,0.49200000000000005,62,86,0.721,30,189,219,334,59,30,95,106,740,Ish Smith,smithis01
554,456,J.R. Smith_smithjr01,SG,34,LAL,6,0,79,7,22,0.318,1,11,0.091,6,11,0.545,0.341,2,2,1.0,0,5,5,3,1,0,4,5,17,J.R. Smith,smithjr01
555,457,Zhaire Smith_smithzh01,SG,20,PHI,7,0,32,3,11,0.273,0,3,0.0,3,8,0.375,0.273,2,4,0.5,0,2,2,2,3,0,2,4,8,Zhaire Smith,smithzh01
556,458,Tony Snell_snellto01,SF,28,DET,59,57,1641,170,382,0.445,102,254,0.402,68,128,0.531,0.579,32,32,1.0,9,102,111,127,32,15,31,101,474,Tony Snell,snellto01
557,459,Omari Spellman_spellom01,PF,22,GSW,49,3,886,127,295,0.431,43,110,0.391,84,185,0.45399999999999996,0.503,73,92,0.7929999999999999,77,142,219,47,33,24,54,63,370,Omari Spellman,spellom01
558,460,Max Strus_strusma01,SG,23,CHI,2,0,6,2,3,0.667,0,1,0.0,2,2,1.0,0.667,1,1,1.0,1,0,1,0,0,0,0,1,5,Max Strus,strusma01
559,461,Edmond Sumner_sumneed01,PG,24,IND,31,3,447,61,142,0.43,14,53,0.264,47,89,0.528,0.479,16,29,0.552,11,35,46,55,15,9,22,44,152,Edmond Sumner,sumneed01
560,462,Caleb Swanigan_swanica01,PF,22,TOT,27,1,288,28,47,0.596,0,2,0.0,28,45,0.622,0.596,9,17,0.529,27,73,100,31,3,7,37,62,65,Caleb Swanigan,swanica01
561,462,Caleb Swanigan_swanica01,PF,22,SAC,7,0,23,2,4,0.5,0,0,,2,4,0.5,0.5,1,2,0.5,2,5,7,2,1,2,6,8,5,Caleb Swanigan,swanica01
562,462,Caleb Swanigan_swanica01,PF,22,POR,20,1,265,26,43,0.605,0,2,0.0,26,41,0.634,0.605,8,15,0.5329999999999999,25,68,93,29,2,5,31,54,60,Caleb Swanigan,swanica01
563,463,Jayson Tatum_tatumja01,PF,21,BOS,66,66,2265,552,1226,0.45,189,469,0.40299999999999997,363,757,0.48,0.527,254,313,0.812,64,396,460,200,93,57,155,136,1547,Jayson Tatum,tatumja01
564,464,Jeff Teague_teaguje01,PG,31,TOT,59,17,1464,213,489,0.436,43,117,0.368,170,372,0.457,0.48,172,197,0.873,27,115,142,308,44,19,116,106,641,Jeff Teague,teaguje01
565,464,Jeff Teague_teaguje01,PG,31,MIN,34,13,945,145,324,0.44799999999999995,33,87,0.379,112,237,0.473,0.498,125,144,0.868,15,73,88,208,25,13,76,70,448,Jeff Teague,teaguje01
566,464,Jeff Teague_teaguje01,PG,31,ATL,25,4,519,68,165,0.41200000000000003,10,30,0.33299999999999996,58,135,0.43,0.442,47,53,0.887,12,42,54,100,19,6,40,36,193,Jeff Teague,teaguje01
567,465,Garrett Temple_templga01,SG,33,BRK,62,35,1730,222,587,0.37799999999999995,127,386,0.32899999999999996,95,201,0.473,0.486,70,87,0.805,29,189,218,156,49,29,62,108,641,Garrett Temple,templga01
568,466,Daniel Theis_theisda01,C,27,BOS,65,64,1566,241,426,0.5660000000000001,32,96,0.33299999999999996,209,330,0.633,0.603,87,114,0.763,140,286,426,111,37,84,54,219,601,Daniel Theis,theisda01
569,467,Isaiah Thomas_thomais02,PG,30,WAS,40,37,925,174,426,0.408,78,189,0.413,96,237,0.405,0.5,62,76,0.816,11,57,68,146,13,6,77,77,488,Isaiah Thomas,thomais02
570,468,Khyri Thomas_thomakh01,SG,23,DET,8,0,61,5,17,0.294,5,14,0.35700000000000004,0,3,0.0,0.441,2,4,0.5,1,0,1,3,3,0,3,9,17,Khyri Thomas,thomakh01
571,469,Lance Thomas_thomala01,SF,31,BRK,7,4,98,8,23,0.348,4,13,0.308,4,10,0.4,0.435,4,4,1.0,2,11,13,6,0,0,6,11,24,Lance Thomas,thomala01
572,470,Matt Thomas_thomama02,SG,25,TOR,41,1,440,73,150,0.48700000000000004,47,99,0.475,26,51,0.51,0.643,9,12,0.75,9,52,61,22,10,1,16,38,202,Matt Thomas,thomama02
573,471,Tristan Thompson_thomptr01,C,28,CLE,57,51,1721,288,562,0.512,9,23,0.391,279,539,0.518,0.52,99,161,0.615,226,351,577,120,33,50,103,124,684,Tristan Thompson,thomptr01
574,472,Sindarius Thornwell_thornsi01,SG,25,NOP,2,0,35,6,11,0.545,2,4,0.5,4,7,0.5710000000000001,0.636,2,4,0.5,0,4,4,4,1,1,2,2,16,Sindarius Thornwell,thornsi01
575,473,Matisse Thybulle_thybuma01,SG,22,PHI,65,14,1287,112,265,0.423,56,157,0.35700000000000004,56,108,0.519,0.528,25,41,0.61,44,63,107,79,94,47,51,141,305,Matisse Thybulle,thybuma01
576,474,Anthony Tolliver_tollian01,PF,34,TOT,55,13,872,65,182,0.35700000000000004,49,145,0.33799999999999997,16,37,0.43200000000000005,0.49200000000000005,21,29,0.7240000000000001,34,120,154,42,19,11,34,74,200,Anthony Tolliver,tollian01
577,474,Anthony Tolliver_tollian01,PF,34,POR,33,9,554,43,117,0.368,30,89,0.337,13,28,0.46399999999999997,0.496,13,19,0.684,27,83,110,29,8,9,21,54,129,Anthony Tolliver,tollian01
578,474,Anthony Tolliver_tollian01,PF,34,SAC,9,0,82,3,17,0.17600000000000002,2,15,0.133,1,2,0.5,0.235,1,2,0.5,2,9,11,3,4,1,4,6,9,Anthony Tolliver,tollian01
579,474,Anthony Tolliver_tollian01,PF,34,MEM,13,4,236,19,48,0.396,17,41,0.415,2,7,0.28600000000000003,0.573,7,8,0.875,5,28,33,10,7,1,9,14,62,Anthony Tolliver,tollian01
580,475,Juan Toscano-Anderson_toscaju01,SF,26,GSW,13,6,272,29,63,0.46,8,23,0.348,21,40,0.525,0.524,3,5,0.6,9,43,52,26,13,5,16,30,69,Juan Toscano-Anderson,toscaju01
581,476,Karl-Anthony Towns_townska01,C,24,MIN,35,35,1187,316,622,0.508,114,277,0.41200000000000003,202,345,0.586,0.6,180,226,0.7959999999999999,95,283,378,153,33,42,110,117,926,Karl-Anthony Towns,townska01
582,477,Gary Trent Jr._trentga02,SG,21,POR,61,8,1332,196,441,0.444,112,268,0.418,84,173,0.486,0.5710000000000001,37,45,0.8220000000000001,25,75,100,61,48,16,21,90,541,Gary Trent Jr.,trentga02
583,478,Allonzo Trier_trieral01,PG,24,NYK,24,1,291,51,106,0.48100000000000004,19,53,0.358,32,53,0.604,0.5710000000000001,34,43,0.7909999999999999,6,23,29,28,3,4,22,29,155,Allonzo Trier,trieral01
584,479,P.J. Tucker_tuckepj01,PF,34,HOU,72,72,2467,177,426,0.415,107,299,0.358,70,127,0.551,0.541,39,48,0.813,112,364,476,115,77,36,72,229,500,P.J. Tucker,tuckepj01
585,480,Rayjon Tucker_tuckera01,SG,22,UTA,20,0,161,20,43,0.465,3,17,0.17600000000000002,17,26,0.654,0.5,19,23,0.826,3,17,20,5,1,1,8,10,62,Rayjon Tucker,tuckera01
586,481,Evan Turner_turneev01,PG,31,ATL,19,0,251,25,67,0.373,0,5,0.0,25,62,0.40299999999999997,0.373,12,14,0.857,8,30,38,38,9,8,26,20,62,Evan Turner,turneev01
587,482,Myles Turner_turnemy01,C,23,IND,62,62,1826,268,587,0.457,86,250,0.344,182,337,0.54,0.53,127,169,0.7509999999999999,86,321,407,72,46,132,85,166,749,Myles Turner,turnemy01
588,483,Jarrod Uthoff_uthofja01,SF,26,TOT,7,0,53,7,18,0.389,3,9,0.33299999999999996,4,9,0.444,0.47200000000000003,2,2,1.0,2,4,6,0,1,0,0,2,19,Jarrod Uthoff,uthofja01
589,483,Jarrod Uthoff_uthofja01,SF,26,MEM,4,0,14,1,7,0.14300000000000002,0,4,0.0,1,3,0.33299999999999996,0.14300000000000002,2,2,1.0,1,0,1,0,1,0,0,1,4,Jarrod Uthoff,uthofja01
590,483,Jarrod Uthoff_uthofja01,SF,26,WAS,3,0,39,6,11,0.545,3,5,0.6,3,6,0.5,0.682,0,0,,1,4,5,0,0,0,0,1,15,Jarrod Uthoff,uthofja01
591,484,Jonas Valančiūnas_valanjo01,C,27,MEM,70,70,1845,432,739,0.585,32,91,0.35200000000000004,400,648,0.617,0.606,148,200,0.74,213,575,788,131,30,76,127,185,1044,Jonas Valančiūnas,valanjo01
592,485,Denzel Valentine_valende01,SF,26,CHI,36,5,488,97,237,0.409,46,137,0.336,51,100,0.51,0.506,6,8,0.75,9,65,74,43,26,6,26,51,246,Denzel Valentine,valende01
593,486,Jarred Vanderbilt_vandeja01,SF-PF,20,TOT,11,0,46,5,8,0.625,0,1,0.0,5,7,0.7140000000000001,0.625,2,2,1.0,3,6,9,2,3,1,7,6,12,Jarred Vanderbilt,vandeja01
594,486,Jarred Vanderbilt_vandeja01,SF,20,DEN,9,0,41,5,7,0.7140000000000001,0,0,,5,7,0.7140000000000001,0.7140000000000001,0,0,,3,5,8,2,3,1,7,6,10,Jarred Vanderbilt,vandeja01
595,486,Jarred Vanderbilt_vandeja01,PF,20,MIN,2,0,5,0,1,0.0,0,1,0.0,0,0,,0.0,2,2,1.0,0,1,1,0,0,0,0,0,2,Jarred Vanderbilt,vandeja01
596,487,Fred VanVleet_vanvlfr01,PG,25,TOR,54,54,1928,319,773,0.413,146,374,0.39,173,399,0.434,0.507,168,198,0.848,18,185,203,357,100,17,121,132,952,Fred VanVleet,vanvlfr01
597,488,Gabe Vincent_vincega01,PG,23,MIA,9,0,83,8,37,0.21600000000000003,6,27,0.222,2,10,0.2,0.297,0,0,,0,5,5,6,5,0,1,6,22,Gabe Vincent,vincega01
598,489,Noah Vonleh_vonleno01,C-PF,24,TOT,36,1,377,52,92,0.565,3,15,0.2,49,77,0.636,0.5820000000000001,25,32,0.7809999999999999,37,87,124,28,11,6,21,40,132,Noah Vonleh,vonleno01
599,489,Noah Vonleh_vonleno01,C,24,MIN,29,1,347,47,86,0.547,2,14,0.14300000000000002,45,72,0.625,0.5579999999999999,23,28,0.821,34,82,116,26,11,6,19,36,119,Noah Vonleh,vonleno01
600,489,Noah Vonleh_vonleno01,PF,24,DEN,7,0,30,5,6,0.833,1,1,1.0,4,5,0.8,0.917,2,4,0.5,3,5,8,2,0,0,2,4,13,Noah Vonleh,vonleno01
601,490,Nikola Vučević_vucevni01,C,29,ORL,62,62,1998,493,1033,0.47700000000000004,98,289,0.33899999999999997,395,744,0.531,0.525,131,167,0.784,140,533,673,222,54,47,88,135,1215,Nikola Vučević,vucevni01
602,491,Dean Wade_wadede01,PF,23,CLE,12,0,71,9,13,0.6920000000000001,2,4,0.5,7,9,0.778,0.769,0,1,0.0,3,16,19,2,2,4,3,8,20,Dean Wade,wadede01
603,492,Moritz Wagner_wagnemo01,C,22,WAS,45,5,835,145,266,0.545,25,80,0.313,120,186,0.645,0.5920000000000001,78,95,0.821,56,163,219,56,28,19,66,152,393,Moritz Wagner,wagnemo01
604,493,Dion Waiters_waitedi01,SG,28,TOT,10,0,207,41,99,0.414,15,47,0.319,26,52,0.5,0.49,14,17,0.8240000000000001,2,22,24,20,4,6,16,21,111,Dion Waiters,waitedi01
605,493,Dion Waiters_waitedi01,SG,28,MIA,3,0,42,10,26,0.385,8,17,0.47100000000000003,2,9,0.222,0.5379999999999999,0,1,0.0,0,11,11,3,0,2,3,5,28,Dion Waiters,waitedi01
606,493,Dion Waiters_waitedi01,SG,28,LAL,7,0,165,31,73,0.425,7,30,0.233,24,43,0.5579999999999999,0.473,14,16,0.875,2,11,13,17,4,4,13,16,83,Dion Waiters,waitedi01
607,494,Kemba Walker_walkeke02,PG,29,BOS,56,56,1742,378,889,0.425,180,473,0.381,198,416,0.47600000000000003,0.526,209,242,0.8640000000000001,36,181,217,268,48,28,117,91,1145,Kemba Walker,walkeke02
608,495,Lonnie Walker_walkelo01,SG,21,SAS,61,12,988,152,357,0.426,41,101,0.406,111,256,0.434,0.483,44,61,0.721,23,116,139,68,32,14,44,78,389,Lonnie Walker,walkelo01
609,496,Tyrone Wallace_wallaty01,SG,25,ATL,14,0,160,14,44,0.318,1,15,0.067,13,29,0.44799999999999995,0.33,11,17,0.647,3,19,22,13,7,1,10,19,40,Tyrone Wallace,wallaty01
610,497,Taurean Prince_princta02,SF,25,BRK,64,61,1857,278,739,0.376,146,431,0.33899999999999997,132,308,0.429,0.475,71,89,0.7979999999999999,50,331,381,116,57,25,127,159,773,Taurean Prince,princta02
611,498,Derrick Walton_waltode01,PG,24,TOT,26,1,248,18,39,0.462,10,24,0.41700000000000004,8,15,0.5329999999999999,0.59,7,9,0.778,2,14,16,27,7,0,5,21,53,Derrick Walton,waltode01
612,498,Derrick Walton_waltode01,PG,24,LAC,23,1,222,17,36,0.47200000000000003,9,21,0.429,8,15,0.5329999999999999,0.597,7,9,0.778,2,13,15,22,4,0,4,19,50,Derrick Walton,waltode01
613,498,Derrick Walton_waltode01,PG,24,DET,3,0,26,1,3,0.33299999999999996,1,3,0.33299999999999996,0,0,,0.5,0,0,,0,1,1,5,3,0,1,2,3,Derrick Walton,waltode01
614,499,Brad Wanamaker_wanambr01,PG,30,BOS,71,1,1369,162,362,0.44799999999999995,37,102,0.363,125,260,0.48100000000000004,0.499,126,136,0.9259999999999999,22,122,144,179,61,14,76,133,487,Brad Wanamaker,wanambr01
615,500,T.J. Warren_warretj01,SF,26,IND,67,67,2202,534,997,0.536,91,226,0.40299999999999997,443,771,0.575,0.581,167,204,0.8190000000000001,68,212,280,99,78,34,84,187,1326,T.J. Warren,warretj01
616,501,P.J. Washington_washipj01,PF,21,CHO,58,57,1759,268,589,0.455,86,230,0.374,182,359,0.507,0.528,88,136,0.647,58,258,316,123,51,44,93,158,710,P.J. Washington,washipj01
617,502,Yuta Watanabe_watanyu01,SG,25,MEM,18,0,105,15,34,0.441,3,8,0.375,12,26,0.462,0.485,3,8,0.375,7,13,20,5,5,1,2,9,36,Yuta Watanabe,watanyu01
618,503,Tremont Waters_watertr01,PG,22,BOS,11,1,119,14,49,0.28600000000000003,4,24,0.16699999999999998,10,25,0.4,0.327,8,8,1.0,0,12,12,16,10,2,15,13,40,Tremont Waters,watertr01
619,504,Paul Watson_watsopa01,SF-SG,25,TOT,10,0,87,10,26,0.385,4,12,0.33299999999999996,6,14,0.429,0.462,7,9,0.778,2,15,17,8,4,1,3,5,31,Paul Watson,watsopa01
620,504,Paul Watson_watsopa01,SG,25,ATL,2,0,17,0,7,0.0,0,3,0.0,0,4,0.0,0.0,0,0,,0,2,2,3,1,0,0,1,0,Paul Watson,watsopa01
621,504,Paul Watson_watsopa01,SF,25,TOR,8,0,70,10,19,0.526,4,9,0.444,6,10,0.6,0.632,7,9,0.778,2,13,15,5,3,1,3,4,31,Paul Watson,watsopa01
622,505,Quinndary Weatherspoon_weathqu01,SG,23,SAS,11,0,78,5,17,0.294,1,5,0.2,4,12,0.33299999999999996,0.324,1,2,0.5,1,6,7,11,3,1,5,8,12,Quinndary Weatherspoon,weathqu01
623,506,Russell Westbrook_westbru01,PG,31,HOU,57,57,2049,604,1281,0.47200000000000003,55,213,0.258,549,1068,0.514,0.493,290,380,0.763,100,351,451,401,93,20,255,200,1553,Russell Westbrook,westbru01
624,507,Coby White_whiteco01,SG,19,CHI,65,1,1674,312,792,0.39399999999999996,133,376,0.354,179,416,0.43,0.478,102,129,0.7909999999999999,28,202,230,175,49,6,109,117,859,Coby White,whiteco01
625,508,Derrick White_whitede01,SG,25,SAS,68,20,1677,253,552,0.45799999999999996,79,216,0.366,174,336,0.518,0.53,180,211,0.853,35,188,223,241,44,59,89,152,765,Derrick White,whitede01
626,509,Hassan Whiteside_whiteha01,C,30,POR,67,61,2008,436,702,0.621,4,7,0.5710000000000001,432,695,0.622,0.624,164,239,0.6859999999999999,258,647,905,78,26,196,120,196,1040,Hassan Whiteside,whiteha01
627,510,Andrew Wiggins_wiggian01,SF-SG,24,TOT,54,54,1858,437,978,0.447,111,334,0.332,326,644,0.506,0.504,190,268,0.7090000000000001,66,208,274,198,45,53,132,127,1175,Andrew Wiggins,wiggian01
628,510,Andrew Wiggins_wiggian01,SF,24,MIN,42,42,1455,351,790,0.444,91,275,0.331,260,515,0.505,0.502,149,207,0.72,48,171,219,155,29,36,107,101,942,Andrew Wiggins,wiggian01
629,510,Andrew Wiggins_wiggian01,SG,24,GSW,12,12,403,86,188,0.457,20,59,0.33899999999999997,66,129,0.512,0.511,41,61,0.672,18,37,55,43,16,17,25,26,233,Andrew Wiggins,wiggian01
630,511,Grant Williams_willigr01,PF,21,BOS,69,5,1043,87,211,0.41200000000000003,24,96,0.25,63,115,0.5479999999999999,0.469,39,54,0.722,59,119,178,68,30,36,50,163,237,Grant Williams,willigr01
631,512,Johnathan Williams_willijo04,C,24,WAS,15,6,180,19,34,0.5589999999999999,0,2,0.0,19,32,0.594,0.5589999999999999,7,13,0.5379999999999999,24,40,64,8,1,8,5,16,45,Johnathan Williams,willijo04
632,513,Kenrich Williams_willike04,PF,25,NOP,39,18,832,51,147,0.34700000000000003,25,97,0.258,26,50,0.52,0.43200000000000005,9,26,0.34600000000000003,51,135,186,57,27,21,22,88,136,Kenrich Williams,willike04
633,514,Lou Williams_willilo02,SG,33,LAC,65,8,1864,391,936,0.418,111,315,0.35200000000000004,280,621,0.451,0.47700000000000004,292,339,0.861,31,170,201,365,43,12,182,80,1185,Lou Williams,willilo02
634,515,Marvin Williams_willima02,PF,33,TOT,58,1,1129,119,267,0.446,56,156,0.359,63,111,0.568,0.551,49,57,0.86,30,153,183,60,36,30,33,103,343,Marvin Williams,willima02
635,515,Marvin Williams_willima02,PF,33,CHO,41,1,808,94,210,0.44799999999999995,44,117,0.376,50,93,0.5379999999999999,0.552,43,50,0.86,15,94,109,41,26,22,25,71,275,Marvin Williams,willima02
636,515,Marvin Williams_willima02,PF,33,MIL,17,0,321,25,57,0.439,12,39,0.308,13,18,0.722,0.544,6,7,0.857,15,59,74,19,10,8,8,32,68,Marvin Williams,willima02
637,516,Robert Williams_williro04,C,22,BOS,29,1,388,64,88,0.727,0,0,,64,88,0.727,0.727,22,34,0.647,40,88,128,27,22,35,21,51,150,Robert Williams,williro04
638,517,Nigel Williams-Goss_willini01,PG,25,UTA,10,0,50,5,16,0.313,2,7,0.28600000000000003,3,9,0.33299999999999996,0.375,2,2,1.0,2,4,6,6,3,1,3,6,14,Nigel Williams-Goss,willini01
639,518,Zion Williamson_willizi01,PF,19,NOP,24,24,668,210,360,0.583,6,14,0.429,204,346,0.59,0.5920000000000001,114,178,0.64,64,86,150,50,16,9,59,42,540,Zion Williamson,willizi01
640,519,D.J. Wilson_wilsodj01,PF,23,MIL,37,1,363,52,132,0.39399999999999996,18,73,0.247,34,59,0.5760000000000001,0.462,11,18,0.611,12,80,92,25,3,5,19,33,133,D.J. Wilson,wilsodj01
641,520,Justise Winslow_winslju01,SF,23,MIA,11,5,352,50,129,0.38799999999999996,6,27,0.222,44,102,0.431,0.41100000000000003,18,27,0.667,16,57,73,44,7,5,24,38,124,Justise Winslow,winslju01
642,521,Christian Wood_woodch01,PF,24,DET,62,12,1325,288,508,0.5670000000000001,54,140,0.386,234,368,0.636,0.62,180,242,0.7440000000000001,104,286,390,60,34,54,84,98,810,Christian Wood,woodch01
643,522,Delon Wright_wrighde01,SG,27,DAL,73,5,1570,190,411,0.462,47,127,0.37,143,284,0.504,0.519,77,100,0.77,70,210,280,244,85,22,73,93,504,Delon Wright,wrighde01
644,523,Justin Wright-Foreman_wrighju02,PG,22,UTA,4,0,45,7,20,0.35,2,10,0.2,5,10,0.5,0.4,3,4,0.75,0,5,5,7,2,0,3,5,19,Justin Wright-Foreman,wrighju02
645,524,Thaddeus Young_youngth01,PF,31,CHI,64,16,1591,269,601,0.44799999999999995,79,222,0.35600000000000004,190,379,0.501,0.513,42,72,0.583,94,221,315,117,92,23,102,134,659,Thaddeus Young,youngth01
646,525,Trae Young_youngtr01,PG,21,ATL,60,60,2120,546,1249,0.43700000000000006,205,568,0.361,341,681,0.501,0.519,481,559,0.86,32,223,255,560,65,8,289,104,1778,Trae Young,youngtr01
647,526,Cody Zeller_zelleco01,C,27,CHO,58,39,1341,251,479,0.524,18,75,0.24,233,404,0.5770000000000001,0.5429999999999999,122,179,0.682,160,251,411,88,40,25,75,140,642,Cody Zeller,zelleco01
648,527,Tyler Zeller_zellety01,C,30,SAS,2,0,4,1,4,0.25,0,0,,1,4,0.25,0.25,0,0,,3,1,4,0,0,0,0,0,2,Tyler Zeller,zellety01
649,528,Ante Žižić_zizican01,C,23,CLE,22,0,221,41,72,0.569,0,0,,41,72,0.569,0.569,14,19,0.737,18,48,66,6,7,5,10,27,96,Ante Žižić,zizican01
650,529,Ivica Zubac_zubaciv01,C,22,LAC,72,70,1326,236,385,0.613,0,2,0.0,236,383,0.616,0.613,124,166,0.747,197,346,543,82,16,66,61,168,596,Ivica Zubac,zubaciv01
