,First_Name,Last_Name,player_name,player_id,Points,Free_Throw_Percent,Two_Pt_Percent,Three_Pt_Percent,Assists,Rebounds,Offensive_Rebounds,Steals,Personal_Fouls,Flagrant_Fouls,Tech_Fouls,Turnovers,Home_Away,win,Min_played,Crowd,total_sec_played
5604,Jayne,Appel-Marinelli,Jayne Appel-Marinelli,96e50439-52bd-4952-9b63-42c59bf17aaa,5,50.0,0.667,0.0,1,7,3,2,4,0,0,0,0,0,25:12:00,7275,1512.0
5605,Sydney,Colson,Sydney Colson,3bca6f7c-3910-4f27-9372-db6ccbc64157,11,100.0,0.833,0.0,2,3,1,1,2,0,0,1,0,0,23:13,7275,1393.0
5606,Kayla,McBride,Kayla McBride,b404562d-a1fd-446f-bcd0-6b545dfde9c6,29,90.0,0.364,80.0,4,4,1,3,1,0,0,1,0,0,32:17:00,7275,1937.0
5607,Frida,Eldebrink,Frida Eldebrink,ab55bc57-04f2-4d4f-a7da-5895f2e232ce,2,0.0,0.5,0.0,1,0,0,0,1,0,0,0,0,0,6:16,7275,376.0
5610,Dearica,Hamby,Dearica Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,10,100.0,0.364,0.0,2,6,2,1,4,0,0,1,0,0,30:13:00,7275,1813.0
5611,Alex,Montgomery,Alex Montgomery,6bbfe6bb-63c6-4eb1-897b-f4e121b2e612,2,0.0,0.5,0.0,1,0,0,0,3,0,0,0,0,0,9:55,7275,595.0
5612,Monique,Currie,Monique Currie,f280dbb0-5fea-46d4-ac39-45e6a2f08837,2,0.0,0.25,0.0,4,7,2,0,4,0,0,3,0,0,19:20,7275,1160.0
5614,Kayla,Alexander,Kayla Alexander,431ad0c1-f516-4bb7-b2f9-3be4533a3c5b,11,50.0,0.833,0.0,0,4,2,0,3,0,0,3,0,0,19:21,7275,1161.0
5616,Reshanda,Gray,Reshanda Gray,b658b1a7-4d9b-4189-b5a9-91ff2f1dad12,4,100.0,0.33299999999999996,0.0,0,3,1,0,4,0,0,0,1,1,9:57,6152,597.0
5617,Bria,Holmes,Bria Holmes,57d6cf6c-09ee-4afa-b379-20277cce34d7,2,0.0,1.0,0.0,0,2,0,0,0,0,0,0,1,1,17:36,6152,1056.0
5618,Sancho,Lyttle,Sancho Lyttle,fb843667-2e36-428f-a555-bcea00dbb793,10,0.0,0.556,0.0,1,7,1,1,3,0,0,0,1,1,31:56:00,6152,1916.0
5619,Carla,Cortijo,Carla Cortijo,d91b9678-cb2c-40a7-9608-f775c2589a5a,12,66.7,0.5,40.0,5,3,0,1,1,0,0,0,1,1,12:56,6152,776.0
5620,Layshia,Clarendon,Layshia Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,15,75.0,0.5,100.0,3,8,4,2,3,0,0,1,1,1,19:55,6152,1195.0
5621,Angel,McCoughtry,Angel McCoughtry,f6424ed9-e483-4de8-b577-a4c494adc002,21,75.0,0.462,0.0,4,1,0,1,0,0,0,1,1,1,30:28:00,6152,1828.0
5622,Matee,Ajavon,Matee Ajavon,f2993f12-20e9-4b80-9019-da9c8660c9ee,2,0.0,0.25,0.0,0,0,0,1,0,0,0,0,1,1,7:09,6152,429.0
5623,Rachel,Hollivay,Rachel Hollivay,c3f494fd-b481-4a13-8cf1-13d9df694d41,0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,1,4:32,6152,272.0
5625,Meighan,Simmons,Meighan Simmons,a581b191-6da3-4b65-b253-ef90b93a9222,5,0.0,0.33299999999999996,100.0,0,0,0,0,0,0,0,0,1,1,5:57,6152,357.0
5626,Elizabeth,Williams,Elizabeth Williams,c8672dba-0deb-4cf1-8304-82365865edaa,9,50.0,0.4,0.0,0,4,1,0,3,0,0,0,1,1,31:40:00,6152,1900.0
5627,Tiffany,Hayes,Tiffany Hayes,f24ac568-77f4-4344-84a7-7fde145dda84,7,60.0,0.4,0.0,3,6,0,1,0,0,0,3,1,1,27:54:00,6152,1674.0
5629,Cappie,Pondexter,Cappie Pondexter,8641b2d8-daa9-4c6f-803d-7d9fb2eef35a,17,100.0,0.35700000000000004,100.0,5,4,0,1,3,0,0,1,0,0,30:09:00,6152,1809.0
5630,Jamierra,Faulkner,Jamierra Faulkner,cd0854e7-1f8b-4a3a-b88b-0c5468cd70f7,15,100.0,0.5710000000000001,66.7,1,3,0,1,2,0,0,3,0,0,25:23:00,6152,1523.0
5631,Elena,Delle Donne,Elena Delle Donne,8dc72518-7da4-4803-b9c6-bec3a6cf6fd6,16,71.4,0.364,50.0,2,7,2,0,2,0,0,1,0,0,36:42:00,6152,2202.0
5632,Tamera,Young,Tamera Young,1b5f5051-84f1-409c-8e0f-fe6ed00ff126,4,0.0,0.28600000000000003,0.0,3,9,3,0,1,0,0,1,0,0,24:36:00,6152,1476.0
5633,Allie,Quigley,Allie Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,8,75.0,0.125,25.0,2,1,0,0,2,0,0,4,0,0,20:51,6152,1251.0
5634,Jessica,Breland,Jessica Breland,897d2576-c2c5-4f86-83d4-a808ace96065,14,100.0,0.75,0.0,1,10,5,0,3,0,0,0,0,0,24:07:00,6152,1447.0
5635,Clarissa,dos Santos,Clarissa dos Santos,3381b955-8d3d-4aa3-acfe-8913b177b856,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,3:05,6152,185.0
5636,Cheyenne,Parker,Cheyenne Parker,4a97e708-71e5-4d58-b1e8-883adf027925,0,0.0,0.0,0.0,0,2,1,0,3,0,0,1,0,0,8:58,6152,538.0
5637,Betnijah,Laney,Betnijah Laney,3d0a61e8-8f8f-48a8-bfa3-d9c3171c819f,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3:30,6152,210.0
5638,Imani,Boyette,Imani Boyette,9d31d9cc-f287-4d91-a739-f76ccc88a55a,0,0.0,0.0,0.0,0,1,0,0,2,0,0,1,0,0,2:19,6152,139.0
5639,Erika,de Souza,Erika de Souza,e6f56dea-6650-415f-b70d-37a427c6fe83,7,75.0,0.28600000000000003,0.0,2,7,3,0,4,0,0,1,0,0,20:21,6152,1221.0
5641,Kaleena,Mosqueda-Lewis,Kaleena Mosqueda-Lewis,7d98a8fc-8d83-4ad0-b945-be8aefc857af,5,0.0,1.0,25.0,2,1,1,0,2,0,0,0,1,0,12:42,9686,762.0
5643,Markeisha,Gatling,Markeisha Gatling,8a82ef81-891a-4e96-9446-b07020361f79,2,0.0,1.0,0.0,0,1,1,0,1,0,0,0,1,0,5:11,9686,311.0
5644,Breanna,Stewart,Breanna Stewart,6fa763e6-846f-4f9d-a4ce-256d8b328424,14,60.0,0.267,25.0,3,13,3,2,2,0,0,0,1,0,36:37:00,9686,2197.0
5645,Ramu,Tokashiki,Ramu Tokashiki,10b152cb-6474-45a8-93f2-af491805231f,4,0.0,0.4,0.0,0,2,0,0,2,0,0,1,1,0,17:46,9686,1066.0
5646,Sue,Bird,Sue Bird,98e388da-9dca-4478-975c-a6702f57a9ca,12,0.0,0.667,0.0,9,4,0,1,2,0,0,3,1,0,34:49:00,9686,2089.0
5647,Monica,Wright,Monica Wright,c95554af-c754-4947-bbfc-9b1d22459e76,0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,1,0,5:10,9686,310.0
5648,Crystal,Langhorne,Crystal Langhorne,8305dae8-d67f-48ce-8ba1-e892bd7c4339,0,0.0,0.0,0.0,1,2,0,0,1,0,0,1,1,0,20:26,9686,1226.0
5649,Alysha,Clark,Alysha Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,20,100.0,0.5,60.0,0,7,1,0,4,0,0,3,1,0,33:17:00,9686,1997.0
5651,Jewell,Loyd,Jewell Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,14,100.0,0.8,25.0,0,4,0,0,4,0,0,6,1,0,34:02:00,9686,2042.0
5655,Renee,Montgomery,Renee Montgomery,d8ef9679-5f87-49ad-862d-75b4f5b03383,5,100.0,0.25,0.0,1,0,0,2,3,0,0,1,0,1,13:26,9686,806.0
5656,Sylvia,Fowles,Sylvia Fowles,f607fa8c-8b49-493d-9dac-18654474e6ad,15,50.0,0.875,0.0,1,8,2,1,4,0,0,3,0,1,23:28,9686,1408.0
5657,Maya,Moore,Maya Moore,43f98360-7930-4fe5-b49a-1c9fd3b0c5c7,17,100.0,0.455,50.0,4,9,1,0,2,0,0,0,0,1,33:47:00,9686,2027.0
5658,Natasha,Howard,Natasha Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,4,100.0,1.0,0.0,0,1,0,0,1,0,0,2,0,1,3:30,9686,210.0
5659,Jia,Perkins,Jia Perkins,3031d400-2c3c-414c-90be-779628f7f27b,0,0.0,0.0,0.0,0,2,0,0,0,0,0,1,0,1,14:48,9686,888.0
5660,Rebekkah,Brunson,Rebekkah Brunson,d14c93b3-2d44-4dd2-b41c-ad44519d87b1,12,100.0,0.41700000000000004,0.0,0,7,3,0,2,0,0,0,0,1,33:06:00,9686,1986.0
5661,Lindsay,Whalen,Lindsay Whalen,3f53a238-b4df-4861-b260-73fc309d6e94,14,100.0,0.4,100.0,3,6,3,1,2,0,0,2,0,1,28:54:00,9686,1734.0
5662,Seimone,Augustus,Seimone Augustus,65437be0-ee65-4ef1-8629-9bb9ba019747,11,100.0,0.235,0.0,3,3,2,2,1,0,0,2,0,1,33:42:00,9686,2022.0
5663,Janel,McCarville,Janel McCarville,8b0b0092-3677-4f4b-9726-4f078c9f9c09,0,0.0,0.0,0.0,1,2,0,2,1,0,0,0,0,1,15:19,9686,919.0
5665,Amanda,Zahui B.,Amanda Zahui B.,075888e0-4efc-4d52-8ea0-1943a87e8bfb,0,0.0,0.0,0.0,0,2,1,0,1,0,0,3,1,0,4:08,14503,248.0
5666,Brittany,Boyd,Brittany Boyd,27200429-fc99-425b-9e2d-3f181f802181,2,0.0,0.111,0.0,2,2,0,0,3,0,0,4,1,0,15:45,14503,945.0
5667,Carolyn,Swords,Carolyn Swords,91369e98-52c7-4c2d-8489-fcc626aee7d1,7,50.0,0.5,0.0,1,11,4,0,4,0,0,1,1,0,21:28,14503,1288.0
5668,Shavonte,Zellous,Shavonte Zellous,63f2ed0d-80ea-404a-8ab6-2f4b25d1a827,6,100.0,0.33299999999999996,0.0,2,0,0,0,2,0,0,0,1,0,16:16,14503,976.0
5669,Shoni,Schimmel,Shoni Schimmel,e8487277-d4a8-48c3-82fb-ce03d6b4b5d4,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,4:07,14503,247.0
5670,Kiah,Stokes,Kiah Stokes,d3e817a8-9e72-44c2-a422-9d44a0b214d0,5,75.0,0.5,0.0,2,7,1,2,6,0,0,2,1,0,22:17,14503,1337.0
5671,Tina,Charles,Tina Charles,7797aa88-28c4-4a34-bb63-1af7f8d80ec0,29,33.3,0.522,100.0,6,10,2,7,3,0,0,2,1,0,42:00:00,14503,2520.0
5673,Tanisha,Wright,Tanisha Wright,c8f2398d-ee12-4935-b481-1a0b3a955a9d,8,0.0,0.33299999999999996,0.0,3,3,2,2,2,0,0,1,1,0,25:03:00,14503,1503.0
5674,Sugar,Rodgers,Sugar Rodgers,07e0c644-8280-4e74-8546-0c9343f824e8,10,100.0,0.444,0.0,3,4,1,0,4,0,0,2,1,0,39:12:00,14503,2352.0
5675,Swin,Cash,Swin Cash,2439960b-a301-4bb4-b947-1906f149ff21,6,100.0,0.33299999999999996,0.0,1,2,1,0,1,0,0,0,1,0,14:15,14503,855.0
5676,Lindsey,Harding,Lindsey Harding,bfe183d3-6ddd-4f67-aa15-104045409202,6,0.0,0.375,0.0,1,2,0,0,2,0,0,0,1,0,20:29,14503,1229.0
5677,Bria,Holmes,Bria Holmes,57d6cf6c-09ee-4afa-b379-20277cce34d7,7,83.3,0.25,0.0,0,1,0,1,0,0,0,0,0,1,13:45,14503,825.0
5678,Layshia,Clarendon,Layshia Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,5,75.0,0.33299999999999996,0.0,3,6,2,0,0,0,0,3,0,1,21:48,14503,1308.0
5679,Reshanda,Gray,Reshanda Gray,b658b1a7-4d9b-4189-b5a9-91ff2f1dad12,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,2:41,14503,161.0
5681,Carla,Cortijo,Carla Cortijo,d91b9678-cb2c-40a7-9608-f775c2589a5a,12,83.3,0.4,25.0,1,4,0,2,1,0,0,3,0,1,24:15:00,14503,1455.0
5682,Tiffany,Hayes,Tiffany Hayes,f24ac568-77f4-4344-84a7-7fde145dda84,27,100.0,0.667,42.9,3,11,3,2,1,0,0,6,0,1,39:18:00,14503,2358.0
5683,Cierra,Burdick,Cierra Burdick,a7fdfaa7-f49a-43d4-a7b7-a11d64e07418,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,3:56,14503,236.0
5684,Elizabeth,Williams,Elizabeth Williams,c8672dba-0deb-4cf1-8304-82365865edaa,16,60.0,0.5,0.0,2,8,3,1,3,0,0,2,0,1,38:38:00,14503,2318.0
5685,Matee,Ajavon,Matee Ajavon,f2993f12-20e9-4b80-9019-da9c8660c9ee,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,2:00,14503,120.0
5686,Sancho,Lyttle,Sancho Lyttle,fb843667-2e36-428f-a555-bcea00dbb793,3,0.0,0.0,50.0,2,14,2,3,5,0,0,0,0,1,37:37:00,14503,2257.0
5687,Meighan,Simmons,Meighan Simmons,a581b191-6da3-4b65-b253-ef90b93a9222,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,4:45,14503,285.0
5688,Rachel,Hollivay,Rachel Hollivay,c3f494fd-b481-4a13-8cf1-13d9df694d41,0,0.0,0.0,0.0,0,4,4,1,4,0,0,1,0,1,7:00,14503,420.0
5689,Angel,McCoughtry,Angel McCoughtry,f6424ed9-e483-4de8-b577-a4c494adc002,15,83.3,0.625,0.0,0,5,0,2,0,0,1,1,0,1,29:17:00,14503,1757.0
5690,Elena,Delle Donne,Elena Delle Donne,8dc72518-7da4-4803-b9c6-bec3a6cf6fd6,8,0.0,0.33299999999999996,0.0,3,6,0,0,3,0,0,1,1,0,35:12:00,5554,2112.0
5691,Allie,Quigley,Allie Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,9,100.0,0.8,0.0,5,1,0,1,1,0,0,1,1,0,25:17:00,5554,1517.0
5692,Jamierra,Faulkner,Jamierra Faulkner,cd0854e7-1f8b-4a3a-b88b-0c5468cd70f7,17,100.0,0.667,50.0,10,0,0,1,5,0,0,6,1,0,30:23:00,5554,1823.0
5693,Betnijah,Laney,Betnijah Laney,3d0a61e8-8f8f-48a8-bfa3-d9c3171c819f,0,0.0,0.0,0.0,0,1,1,0,0,0,0,1,1,0,2:17,5554,137.0
5695,Clarissa,dos Santos,Clarissa dos Santos,3381b955-8d3d-4aa3-acfe-8913b177b856,0,0.0,0.0,0.0,2,2,0,1,2,0,0,1,1,0,10:20,5554,620.0
5696,Cheyenne,Parker,Cheyenne Parker,4a97e708-71e5-4d58-b1e8-883adf027925,6,0.0,1.0,0.0,0,0,0,0,0,0,0,1,1,0,4:34,5554,274.0
5697,Tamera,Young,Tamera Young,1b5f5051-84f1-409c-8e0f-fe6ed00ff126,15,75.0,0.75,0.0,0,9,1,0,4,0,0,1,1,0,28:13:00,5554,1693.0
5698,Jessica,Breland,Jessica Breland,897d2576-c2c5-4f86-83d4-a808ace96065,16,66.7,0.583,0.0,0,9,2,1,4,0,0,1,1,0,24:04:00,5554,1444.0
5699,Cappie,Pondexter,Cappie Pondexter,8641b2d8-daa9-4c6f-803d-7d9fb2eef35a,4,0.0,0.33299999999999996,0.0,4,2,0,1,1,0,0,2,1,0,18:52,5554,1132.0
5701,Erika,de Souza,Erika de Souza,e6f56dea-6650-415f-b70d-37a427c6fe83,5,100.0,0.33299999999999996,0.0,0,4,3,0,2,0,0,0,1,0,20:48,5554,1248.0
5702,Essence,Carson,Essence Carson,3e053532-93c1-4ac4-90b2-31b2a64cabbe,3,50.0,0.2,0.0,1,0,0,1,2,0,0,0,0,1,17:22,5554,1042.0
5704,Chelsea,Gray,Chelsea Gray,ca6b54e3-612d-4523-9582-b88e675f58de,0,0.0,0.0,0.0,5,4,1,0,0,0,0,2,0,1,13:44,5554,824.0
5705,Candace,Parker,Candace Parker,e2992444-14b7-4cc1-9880-a874e676d7fd,26,85.7,0.4,40.0,3,9,1,1,0,0,0,3,0,1,30:10:00,5554,1810.0
5706,Ann,Wauters,Ann Wauters,0993a973-078a-4be3-b9c2-d2d97cb9240d,0,0.0,0.0,0.0,3,1,0,1,1,0,0,0,0,1,6:38,5554,398.0
5707,Jantel,Lavender,Jantel Lavender,694de0b2-2e26-4778-ae03-43d38d915637,16,100.0,0.778,0.0,0,0,0,0,0,0,0,0,0,1,18:12,5554,1092.0
5708,Alana,Beard,Alana Beard,edea0ce9-bdc7-484a-98b1-ac166c1ce240,12,100.0,0.4,66.7,0,2,1,4,2,0,0,1,0,1,25:27:00,5554,1527.0
5709,Nneka,Ogwumike,Nneka Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,19,100.0,0.636,0.0,4,9,2,1,4,0,0,1,0,1,32:36:00,5554,1956.0
5710,Ana,Dabovic,Ana Dabovic,3437f72c-0b9a-43e2-aea2-39201c8e9190,2,0.0,1.0,0.0,0,1,1,0,1,0,0,1,0,1,10:07,5554,607.0
5711,Kristi,Toliver,Kristi Toliver,12292e57-db16-407e-a936-d6fe4d0f0bb4,11,75.0,0.5,40.0,10,3,0,0,2,0,0,0,0,1,32:00:00,5554,1920.0
5713,Evgenia,Belyakova,Evgenia Belyakova,355e27ac-5fbf-468a-82eb-9c87ac340e16,4,33.3,0.0,50.0,1,0,0,1,1,0,0,0,0,1,13:44,5554,824.0
5714,Penny,Taylor,Penny Taylor,9b056117-b261-4bf6-abab-d66816b55907,25,85.7,0.7140000000000001,50.0,2,4,0,1,3,0,0,5,1,0,30:17:00,9368,1817.0
5715,Alex,Harden,Alex Harden,cb5b869d-00ea-45f1-901a-99890836744c,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,4:52,9368,292.0
5716,DeWanna,Bonner,DeWanna Bonner,b262f7f1-1c78-406c-86aa-7ad15122931f,12,75.0,0.429,50.0,2,3,2,0,5,0,0,2,1,0,28:17:00,9368,1697.0
5717,Mistie,Bass,Mistie Bass,d15f89e1-5a33-491b-8ff5-c79a8b7d477b,10,100.0,0.667,0.0,0,2,1,1,5,0,0,0,1,0,20:07,9368,1207.0
5718,Brittney,Griner,Brittney Griner,03e541cb-d11c-4975-b656-f6e7febcda7d,4,0.0,0.5,0.0,0,2,0,0,6,0,0,1,1,0,21:04,9368,1264.0
5719,Candice,Dupree,Candice Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,4,0.0,0.667,0.0,3,5,2,2,0,0,0,3,1,0,27:06:00,9368,1626.0
5720,Isabelle,Harrison,Isabelle Harrison,184cc47d-af49-47fb-bcec-c0df1de4813f,5,75.0,0.5,0.0,1,4,1,1,2,0,0,1,1,0,11:43,9368,703.0
5723,Sonja,Petrovic,Sonja Petrovic,0423a37f-5470-4bc8-965e-3284c7b9e2c1,2,0.0,1.0,0.0,0,0,0,1,1,0,0,0,1,0,6:51,9368,411.0
5724,Noelle,Quinn,Noelle Quinn,aa8d7e9a-1006-4091-93cb-4eb7fa52becc,4,0.0,1.0,0.0,2,2,0,2,1,0,0,0,1,0,15:35,9368,935.0
5725,Diana,Taurasi,Diana Taurasi,d9bce234-085d-4b85-be5f-9b7020b82e69,12,100.0,0.33299999999999996,16.7,6,6,0,2,3,0,1,7,1,0,34:08:00,9368,2048.0
5726,Maya,Moore,Maya Moore,43f98360-7930-4fe5-b49a-1c9fd3b0c5c7,34,81.8,0.615,60.0,1,4,1,2,2,0,0,5,0,1,35:10:00,9368,2110.0
5727,Rebekkah,Brunson,Rebekkah Brunson,d14c93b3-2d44-4dd2-b41c-ad44519d87b1,4,100.0,0.0,0.0,1,10,3,0,1,0,0,0,0,1,26:57:00,9368,1617.0
5728,Janel,McCarville,Janel McCarville,8b0b0092-3677-4f4b-9726-4f078c9f9c09,2,0.0,0.5,0.0,1,2,1,1,3,0,0,1,0,1,9:26,9368,566.0
5729,Lindsay,Whalen,Lindsay Whalen,3f53a238-b4df-4861-b260-73fc309d6e94,6,100.0,0.25,0.0,7,5,1,2,2,0,0,4,0,1,27:12:00,9368,1632.0
5730,Sylvia,Fowles,Sylvia Fowles,f607fa8c-8b49-493d-9dac-18654474e6ad,18,100.0,0.5710000000000001,0.0,1,8,2,1,1,0,0,3,0,1,33:18:00,9368,1998.0
5731,Keisha,Hampton,Keisha Hampton,a76f90f6-149d-4c8f-84d4-c5a65f480f81,3,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,1,2:48,9368,168.0
5732,Renee,Montgomery,Renee Montgomery,d8ef9679-5f87-49ad-862d-75b4f5b03383,0,0.0,0.0,0.0,2,0,0,1,3,0,0,1,0,1,12:48,9368,768.0
5733,Seimone,Augustus,Seimone Augustus,65437be0-ee65-4ef1-8629-9bb9ba019747,6,0.0,0.375,0.0,2,2,1,1,4,0,0,5,0,1,28:44:00,9368,1724.0
5735,Natasha,Howard,Natasha Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,5,100.0,0.667,0.0,0,2,1,0,4,0,0,1,0,1,10:19,9368,619.0
5736,Jia,Perkins,Jia Perkins,3031d400-2c3c-414c-90be-779628f7f27b,7,100.0,1.0,33.3,1,1,0,0,3,0,0,1,0,1,13:18,9368,798.0
5737,Kelly,Faris,Kelly Faris,cb9c30c7-a8d6-4377-bfb6-065425e07322,2,100.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,4:19,4766,259.0
5738,Chiney,Ogwumike,Chiney Ogwumike,26c1455a-af5d-46b0-b2c6-6c804033ccc7,5,50.0,0.33299999999999996,0.0,1,9,4,0,3,0,0,0,1,0,21:03,4766,1263.0
5739,Rachel,Banham,Rachel Banham,30d46238-d1eb-476d-a526-4e2203474106,0,0.0,0.0,0.0,2,1,0,1,1,0,0,1,1,0,13:41,4766,821.0
5740,Jasmine,Thomas,Jasmine Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,17,100.0,0.5379999999999999,0.0,4,1,1,1,3,0,0,2,1,0,30:33:00,4766,1833.0
5741,Shekinna,Stricklen,Shekinna Stricklen,fec2625c-b15d-4dcf-b476-78456c3572b6,8,0.0,1.0,40.0,0,4,0,1,1,0,0,0,1,0,12:25,4766,745.0
5742,Morgan,Tuck,Morgan Tuck,58baa67f-6372-407c-b061-321934358331,6,0.0,0.5,0.0,0,1,0,1,0,0,0,0,1,0,19:10,4766,1150.0
5743,Jonquel,Jones,Jonquel Jones,8a438358-fbe0-4797-921f-add82eddf789,2,0.0,1.0,0.0,0,4,1,1,1,0,0,0,1,0,5:09,4766,309.0
5744,Kelsey,Bone,Kelsey Bone,93a6bb0d-9500-436e-89b4-33bc8ca6909c,6,50.0,0.33299999999999996,0.0,1,2,0,1,3,0,0,1,1,0,18:51,4766,1131.0
5745,Alex,Bentley,Alex Bentley,208ce658-9579-408a-92b5-9c69a950f1be,14,80.0,0.25,40.0,4,2,1,3,2,0,0,2,1,0,31:48:00,4766,1908.0
5746,Alyssa,Thomas,Alyssa Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,7,75.0,0.28600000000000003,0.0,1,4,2,2,5,0,0,4,1,0,24:03:00,4766,1443.0
5747,Camille,Little,Camille Little,9951fcfb-8d31-44e5-ba85-c41ed724763d,3,25.0,0.5,0.0,0,1,0,1,1,0,0,1,1,0,14:38,4766,878.0
5748,Aneika,Henry-Morello,Aneika Henry-Morello,2de359cb-081f-4275-9b91-fef22be654fd,2,0.0,1.0,0.0,1,1,0,0,1,0,0,0,1,0,4:20,4766,260.0
5750,Evgenia,Belyakova,Evgenia Belyakova,355e27ac-5fbf-468a-82eb-9c87ac340e16,7,0.0,1.0,50.0,0,0,0,0,0,0,0,0,0,1,16:08,4766,968.0
5751,Jelena,Dubljevic,Jelena Dubljevic,a4d2a283-c59b-45a5-b679-dec96f2ddbaf,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,2:51,4766,171.0
5752,Kristi,Toliver,Kristi Toliver,12292e57-db16-407e-a936-d6fe4d0f0bb4,10,75.0,0.667,20.0,4,4,0,1,3,0,1,2,0,1,33:01:00,4766,1981.0
5753,Ann,Wauters,Ann Wauters,0993a973-078a-4be3-b9c2-d2d97cb9240d,0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,1,8:36,4766,516.0
5754,Alana,Beard,Alana Beard,edea0ce9-bdc7-484a-98b1-ac166c1ce240,8,100.0,1.0,100.0,3,2,0,1,2,0,0,2,0,1,29:01:00,4766,1741.0
5755,Ana,Dabovic,Ana Dabovic,3437f72c-0b9a-43e2-aea2-39201c8e9190,0,0.0,0.0,0.0,0,2,0,0,1,0,0,2,0,1,6:49,4766,409.0
5756,Chelsea,Gray,Chelsea Gray,ca6b54e3-612d-4523-9582-b88e675f58de,0,0.0,0.0,0.0,1,2,0,0,0,0,0,2,0,1,7:08,4766,428.0
5757,Nneka,Ogwumike,Nneka Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,11,100.0,0.75,0.0,4,11,1,2,5,0,0,0,0,1,33:07:00,4766,1987.0
5758,Jantel,Lavender,Jantel Lavender,694de0b2-2e26-4778-ae03-43d38d915637,11,50.0,0.41700000000000004,0.0,0,4,2,0,0,0,0,3,0,1,17:27,4766,1047.0
5759,Candace,Parker,Candace Parker,e2992444-14b7-4cc1-9880-a874e676d7fd,22,55.6,0.7,33.3,4,4,0,0,4,0,0,2,0,1,27:50:00,4766,1670.0
5760,Essence,Carson,Essence Carson,3e053532-93c1-4ac4-90b2-31b2a64cabbe,8,0.0,0.667,0.0,1,5,2,1,3,0,0,3,0,1,18:02,4766,1082.0
5761,Sue,Bird,Sue Bird,98e388da-9dca-4478-975c-a6702f57a9ca,15,100.0,0.5,25.0,5,1,0,0,4,0,0,3,1,0,38:55:00,5239,2335.0
5762,Markeisha,Gatling,Markeisha Gatling,8a82ef81-891a-4e96-9446-b07020361f79,5,100.0,0.5,0.0,0,2,0,0,1,0,0,2,1,0,6:09,5239,369.0
5763,Jewell,Loyd,Jewell Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,9,100.0,0.364,0.0,2,3,0,0,2,0,0,0,1,0,37:15:00,5239,2235.0
5764,Breanna,Stewart,Breanna Stewart,6fa763e6-846f-4f9d-a4ce-256d8b328424,25,66.7,0.467,60.0,3,7,0,4,2,0,0,1,1,0,40:51:00,5239,2451.0
5766,Kaleena,Mosqueda-Lewis,Kaleena Mosqueda-Lewis,7d98a8fc-8d83-4ad0-b945-be8aefc857af,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,9:52,5239,592.0
5767,Alysha,Clark,Alysha Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,10,100.0,0.6,33.3,3,5,2,0,5,0,0,2,1,0,35:22:00,5239,2122.0
5769,Ramu,Tokashiki,Ramu Tokashiki,10b152cb-6474-45a8-93f2-af491805231f,2,0.0,0.33299999999999996,0.0,0,0,0,0,3,0,0,1,1,0,11:09,5239,669.0
5770,Jenna,O'Hea,Jenna O'Hea,af1ff93f-9810-4237-94aa-bbbd19982351,6,0.0,0.0,66.7,0,3,1,0,3,0,0,2,1,0,13:35,5239,815.0
5772,Crystal,Langhorne,Crystal Langhorne,8305dae8-d67f-48ce-8ba1-e892bd7c4339,10,75.0,0.4,0.0,2,6,3,1,2,0,0,0,1,0,31:52:00,5239,1912.0
